,CD141+,CD1C+,IL7R+CCR7-,IL7R+CCR7+
PER3,1.66448924532301,0.831008501923459,0.976317806615351,0.548371668166725
UTS2,3.73472705282826,3.44471042377904,2.89505740570896,3.24277182442981
TNFRSF9,0.65017276664184,1.22253807228555,4.25876617135502,7.74359521717569
PARK7,137.551575814485,97.1036785804272,156.124666645125,143.737776986503
ERRFI1,2.16333882664617,1.28625663775979,2.50829474978263,1.95873224616074
RERE,27.3479902038777,24.9640165089106,17.4329934966476,11.9689756024473
ENO1,394.672692430218,469.689613042594,540.611320487011,616.074717761349
SLC2A5,0.707258382407129,0.502789321461086,2.55650049080556,2.1183139540739
GPR157,24.4239148671449,26.1011489245086,70.5077704365762,149.799429691077
H6PD,6.61310489105269,6.10142204616564,13.1559254148938,31.1727319657036
SPSB1,0.907194486984166,0,1.52366964843513,1.40549447245083
SLC25A33,6.00775072497493,7.04351220123205,11.5701637771595,8.28825216827863
TMEM201,1.40339922348874,0.998375316151885,1.26537199011801,0.637562753442766
PIK3CD,33.7386374720677,26.8030142602631,19.1204779608556,8.98331000522747
CLSTN1,34.1724502079291,29.0570441751887,27.328998190179,35.8904768433956
CTNNBIP1,14.1153013912036,15.2519386398795,10.5983681725034,15.1428754991449
LZIC,23.0194377774332,24.8914905236723,27.0479856419401,19.7473662157341
NMNAT1,3.72783466484157,4.4284941792777,3.90846879660433,1.88974110766392
UBE4B,6.8994883785961,7.45931032582238,7.995130146447,5.40823147121025
KIF1B,5.48793789136706,3.55760898765791,4.28673535381504,4.84883412194522
PGD,90.7627591297575,94.3593670117433,121.584651192718,122.728482044813
APITD1-CORT,2.79735818763568,2.54937040040837,6.00763115660621,9.81973838136257
APITD1,3.66887743973244,2.70916417478704,7.30498398124245,12.4749036104139
DFFA,9.40171960998845,8.80845586852061,6.4989273411485,6.19091904441926
PEX14,10.7201006770464,11.4606754828375,11.9022383033957,14.543750427931
CASZ1,7.12608365319215,3.19615844483096,11.0003881367039,24.6221104227108
C1orf127,0.6624237830186,0.784860744598154,0.217676230630762,0.191231765613137
TARDBP,80.2433622182315,68.29003656663,62.0053485865848,83.8191649867389
RP4-635E18.9,140.148300319561,120.973117340376,112.577852189245,150.908401354606
MASP2,0.363112542837817,0.263872730223402,0.975779405057585,0.482195552953945
SRM,20.2233789782974,16.6662739348088,20.8986384479606,5.39992965123082
EXOSC10,39.9418958040568,39.6704627424532,34.1610263249806,30.3903687004902
MTOR,15.98912255199,18.2156185916463,13.0385619374712,10.6417542576632
UBIAD1,3.58409656657261,3.15636335288655,2.27011636861768,0.605021633886428
FBXO2,10.4097035298311,0.865452789165636,13.0015129488662,12.6667273946295
FBXO44,9.92006582865911,6.64701168192667,9.29839167030805,8.18491746899206
FBXO6,8.06883790111192,7.92824632528986,14.1006960144129,11.601648967407
MAD2L2,21.3613734361503,17.1430587213983,24.9581122196137,23.1251499955688
C1orf167,2.72347257703044,3.21034733912019,4.18856762910138,6.01896759365611
MTHFR,9.67200419567533,12.0035560305893,12.8179417754087,16.3057891392291
CLCN6,6.17021265066859,8.84379458014249,9.43517276549616,10.6114818200095
NPPA,1.1944457413599,2.1032305803369,3.1249172091042,3.81289675522176
KIAA2013,13.298440758141,11.1796224690874,7.30900522341189,8.1217838594617
PLOD1,11.5866072724628,14.0847922572938,8.0163568171172,4.43098738712087
MFN2,27.976883159783,24.5412145200783,21.5305122363464,18.1706420231956
MIIP,11.3448406356306,9.30461454895589,9.55769182234975,6.47908609919569
TNFRSF8,1.89955070363199,2.28065666638994,3.88393094653539,3.06174181393088
