,CD141+_1,CD141+_2,CD141+_3,CD141+_4,CD1C+_1,CD1C+_2,CD1C+_3,CD1C+_4,IL7R+CCR7+_1,IL7R+CCR7+_2,IL7R+CCR7+_3,IL7R+CCR7+_4
ALG8,2.11288460794884,3.68539519874332,3.04103432119126,2.4915697242601,4.94930157531653,3.4237017208164,3.7493373567453,1.36383205202489,0,0.693046010981121,0.587091856448283,1.44012052722338
KCTD21,1.93702835507098,0.469490971893408,0.919316689567998,0.967098839297645,0.87820048536905,0.987953167363927,0.798335644672156,1.37482564455886,0.450865167776128,1.66424247670567,1.52787291967686,0.848503733378822
USP35,3.67930669028529,5.26129544520258,4.80257595193988,3.95030214212785,5.24100920276618,6.25488886555488,6.42309564986628,5.93872434249235,3.54775946912037,5.20575160765089,3.59201296353333,4.85393164574082
GAB2,57.0251048286815,63.5436719685955,38.6163658724378,53.685397661548,65.3787036473045,96.5767565733068,79.5895794486499,69.4504935073375,87.894935915297,70.19582694759,119.030820801335,108.183723054803
NARS2,6.02398517691942,6.82035029388064,6.22882408820606,6.47112733015096,3.86597612969312,6.18332067169252,3.74869182722893,3.2422488695251,0.992389554191668,2.04629912585786,2.292932718311,2.51371985754041
TENM4,0,0.229455446826778,0.010192057017922,0.180840968504549,0.422984663253074,0.153341989522212,0,0.212844803007244,0.089418370486076,0,0.389593560167448,0.081866194933966
PRCP,12.8690535886059,8.8979874750478,11.6783707931073,9.83832263815075,9.69909008212168,7.04381065794013,12.7565693770847,9.76111475060061,5.91669817140687,7.26334747023496,3.705757665813,6.41680881172078
DDIAS,0.438598956157308,0.305138354086931,0.685821015968999,0.854829151978544,0.875184875286307,0.36851231608213,0.588047945048517,0.459538221492234,0.273497282269642,0.850399518100678,0.324987459561771,0.357711439614607
RAB30,4.00219488111472,3.33206853226648,3.86832150551311,3.85727927857796,3.53704795442588,2.14659160281727,2.90321045630101,2.55743066509579,9.76711946393366,10.8252006269652,9.33642204475594,10.8226439543327
PCF11,48.4238439404527,65.1260551611512,59.0078620249401,52.7976293993693,45.9762502990475,49.5372313091441,69.3368132561435,49.3316620563882,47.9208370906872,74.6351842361764,38.302220973088,66.1748980484477
ANKRD42,13.6594120382069,10.5879151527282,9.75251319072686,11.4988684835276,11.1790759782404,12.0766753288812,13.5407571950932,8.17946482578764,8.68650797166936,6.29035110526077,7.69840224919327,10.9777805155201
CCDC90B,7.01920996740885,8.96383563117993,9.94406738488677,8.67473360940002,11.2710203633586,8.34200856579682,9.06378447612647,8.56964773218558,10.0786907666934,9.94310291602764,8.55080427375039,10.7119991831379
DLG2,0.032343420652121,0.020251521815776,0.113791982231913,0,0,0.066702397083128,0.022957504605734,0.012707826074477,0.155584772918955,0.044557573109508,0,0.071222128513981
TMEM126B,15.8308928696564,19.2178434045524,18.5311930077049,12.2232326807918,17.153988950967,21.9876473096802,19.4160339542259,11.0013691153116,11.310694222737,9.59409754340653,9.81504275808667,23.7146694052449
TMEM126A,1.87570188676818,4.86558975300037,5.82784129504674,4.7002397965123,6.6951858493223,6.99976741048354,3.80394739033626,1.05281263497556,3.00762510821343,0,2.68039348084495,6.58898209056951
CREBZF,28.2214262298563,41.1147033861263,37.9523599185228,35.3182349695605,23.635596858778,32.1421026829286,30.0475417993468,23.4939841065449,33.1550120727558,26.8174941642392,25.1554952165069,35.5848228480863
CCDC89,0,0,0.235745454819629,0,0,0,0,0,0.443201737162369,0,0,0.20288470709303
SYTL2,0.13866760389198,0.260476160103591,0.606136785859744,0.095386973810278,0.306774718019306,0.476627672175542,0.19685377061733,0.272414567923592,1.79731991261641,0.912717834181071,0.33393149472677,2.7312243875687
CCDC83,0,0,0,0,0,0,0,0,0,0,0,0
PICALM,111.024269752815,82.7554101067886,80.2649214592453,84.1345814980867,125.976175894189,119.957142648574,152.196926344003,85.5260005928163,69.0923622921966,59.6483897201507,59.83985977046,102.497785322965
EED,15.3901737009598,13.8624971845021,14.019932731139,13.813634013945,13.6963059544002,13.3076130844255,14.3196715102122,10.9280330875278,16.7094298420171,19.0393252428359,17.3527291813646,23.4236216381999
HIKESHI,2.81406195706854,3.47637410378016,4.42727345523002,4.00227960457186,4.09758437517123,5.01923351848208,3.4550205586825,3.40660747781304,3.71956075467887,4.33079813047355,3.8039492398428,4.49402574616317
CCDC81,0.400815698074802,0.537786203500262,0.439532458897865,1.65428385961548,0,0.629797456966226,1.01607419564715,0.17997906136642,2.98393892581883,1.3147131634369,0.763691921919145,0.987693713433232
ME3,0.610130231090117,0.551817033405723,1.25759573787835,0.349748095087319,1.74679064755272,0.605839554747084,0.962384813969909,2.39721980642298,1.2500798693838,0.747146215486057,0.376738762940832,0.696651882893002
PRSS23,0.621341247608324,0.263996074856566,1.12140443472154,0.412144945006607,0.554458461380977,0.137293159915196,0.346524196811783,0.383627863681839,0.6048963467716,1.08017057766084,0.1726475668259,0.732980485497718
FZD4,1.16296347899059,0.308924169234481,1.26241802813881,0.618167796615664,0.5778542540868,0.193810080214989,0.425245561237171,0.249235530734156,0.73460752967199,1.29466214051898,0.391689928800465,1.29339115271731
TMEM135,1.34490115970887,1.97568894673315,2.2500333588431,1.76131193778089,1.69634113635103,1.74239789485925,2.90056660402887,1.26006811631806,1.57590672029053,1.80528152172546,0.344951897932465,2.06928956257614
RAB38,1.7760180712354,2.66888792759611,4.31711881358431,3.11531252041873,2.08010626909939,1.95344685628296,1.76487579604884,1.95384777608979,11.6759203493988,4.07785434447595,4.14530932634883,6.12707199159127
CTSC,6.46992451377462,6.16220774456785,6.19345273781891,10.1312600373934,7.80894343972936,5.3090254764802,4.98046991565136,5.13781046628287,6.04559093777693,13.2652198360659,12.3057308269525,7.28243769628394
GRM5,0,0,0,0,0,0.020661023192608,0,0,0.746980341113982,0.358843645561023,0.634689709395204,0.639769203037648
NOX4,0,0,0,0,0,0,0,0,0,0,0.189753723381485,0
UBTFL1,0,0.551314271563494,0.281618089852214,0,0,0,0,0,0,0,0,0
NAALAD2,0.896700604618092,1.1453793396192,0.963650982397526,0.740189241215953,0.644142824531788,0.197256661459507,0.611022814891069,0.789188583394415,0.460105396837251,0.823553434609493,0.518252104719324,0.487065004933749
CHORDC1,63.4899374315873,77.8253439030778,64.5282326180274,72.1874159798742,55.7323363992245,57.2427075761964,65.8995417489196,41.428527959151,44.3826226642795,48.8241060539047,42.5566935252505,61.7936104562457
FAT3,0,0,0,0,0.021074382325246,0,0,0,0.021639033640154,0,0,0
SLC36A4,2.09546293237035,2.80914118020146,2.81833265264181,2.21758709583088,1.97178753617399,2.34543465956199,2.25012227201832,1.07664087757614,3.42462005186196,3.40493469415675,2.68731241084197,6.53697249538401
SMCO4,91.054689372528,86.5851910961228,86.0079607333443,92.6352585012012,49.1696529044567,63.9107954122358,56.4766439325501,55.5024226921243,67.0318166201127,46.5028773275038,57.9315169551748,55.826749137907
CEP295,10.8239837532611,11.9418329230038,10.9730508931295,8.36926011432878,6.65422234717021,6.6119778515241,12.5844154642585,8.20408819635265,7.62341217999028,9.66419269100954,3.98980435500507,9.88601586471114
TAF1D,36.4941129004631,48.7579198886546,42.8939135027041,42.756978773763,36.167744819174,36.8346242835819,42.9242257520446,28.6044441511917,35.9228518078478,39.7324430428512,31.0135108091858,48.1084458279473
C11orf54,2.36571046480319,2.67667519962391,2.70800792669822,2.86923986789994,2.72215534083448,2.82459487957608,2.7102745914302,1.04364313906398,1.13134625393157,1.94402225137994,1.52226738814829,3.09214977946071
MED17,4.12994678469818,5.21722005942814,4.41852587536993,3.41408422696524,3.4887267649535,4.26693184712252,5.12575996421116,3.58695111775882,3.52411136554146,4.12577566258703,2.92593794794753,5.56654517865172
VSTM5,0,0,0,0.139499422077956,0,0,0,0,0,0,0,0.322521146912588
HEPHL1,0,0.121918329090374,0,0.050227621663055,0,0.066927026296879,0,0.114755592354866,0,0.178830506706298,0.324622646697904,0.125058462420175
PANX1,6.6714524983586,13.5908226197399,6.97241233943964,7.65939486649804,10.5650467925655,5.03837965572981,10.3379036110971,7.75294418193809,11.8274628507407,10.0969970951954,11.6968882399924,14.8288767014089
GPR83,0,0.0760921846086,0,0.376179314977617,0,0.083541558981041,0,0,0,0,0,0
ANKRD49,6.93634284145849,10.9502178211974,9.72373113078492,7.76619315214993,7.83589285413806,9.13081281909061,9.58500884332134,6.90025224950599,6.62598747606407,7.65817807664516,5.74104572045854,10.1286612969695
C11orf97,0,0,0,0,0,0,0,0,0,0,0,0
FUT4,5.19600335694904,5.02802437286538,4.50495985159861,5.09550476080839,3.99004595283536,3.92617751188782,6.18755142722686,5.39907479682464,10.9481581786708,12.5022343412864,8.59106146195889,8.93603499133564
PIWIL4,4.7379314912652,3.89590983543755,3.76106581473756,4.24080691549142,2.85257808674504,2.74690071182286,4.61906705162223,4.30623003869598,10.5261222876153,11.3766589326953,7.86724432420787,7.56302673072577
AMOTL1,2.95578254187368,2.30530126049584,5.92105191067753,3.26386943799314,2.36864716860974,2.49534099541377,1.54591512180063,1.69106783638435,3.34675094876585,2.85754576485848,1.75787395520043,3.71116261424978
